Key,Type,Desc,Chinese
受到Boss技能攻击减免,Text,,受到Boss技能攻击减免
受到Boss普通攻击减免,Text,,受到Boss普通攻击减免
受到首领技能减免额外提高,Text,,受到首领技能减免额外提高
受到首领攻击减免额外提高,Text,,受到首领攻击减免额外提高
召唤天赋,Text,,召唤天赋
可以获得经验加成,Text,,可以获得经验加成
可镶嵌在,Text,,可镶嵌在
吸血,Text,,吸血
吸血率额外提高,Text,,吸血率额外提高
周卡剩余领取次数,Text,,周卡剩余领取次数
命中,Text,,命中
命中率,Text,,命中率
命中等级,Text,,命中等级
命中等级额外提高,Text,,命中等级额外提高
品质,Text,,品质
嗜血几率额外提高,Text,,嗜血几率额外提高
回血值,Text,,回血值
回血固定值额外提高,Text,,回血固定值额外提高
回血百分比,Text,,回血百分比
回血百分比额外提高,Text,,回血百分比额外提高
困难模式,Text,,困难模式
固定伤害额外提高,Text,,固定伤害额外提高
圣光洗炼,Text,,圣光洗炼
地图剩余时间,Text,,地图剩余时间
地狱,Text,,地狱
地狱模式,Text,,地狱模式
地狱难度首胜奖励,Text,,地狱难度首胜奖励
复活几率额外提高,Text,,复活几率额外提高
多彩,Text,,多彩
多彩插槽,Text,,多彩插槽
天赋系统,Text,,天赋系统
天赋达到,Text,,天赋达到
头盔,Text,,头盔
头领,Text,,头领
孔位,Text,,孔位
宝石,Text,,宝石
宝石熟练度,Text,,宝石熟练度
宠物,Text,,宠物
宠物受伤减免,Text,,宠物受伤减免
宠物受伤减免额外提高,Text,,宠物受伤减免额外提高
宠物合成,Text,,宠物合成
宠物攻击加成,Text,,宠物攻击加成
宠物攻击加成额外提高,Text,,宠物攻击加成额外提高
宠物系统,Text,,宠物系统
对话,Text,,对话
寻找,Text,,寻找
寻找到真实宝箱,Text,,寻找到真实宝箱
小时,Text,,小时
小赚一笔,Text,,小赚一笔
已上架,Text,,已上架
已击杀,Text,,已击杀
已刷新,Text,,已刷新
已完成,Text,,已完成
已达成,Text,,已达成
幸运值,Text,,幸运值
幸运玩家,Text,,幸运玩家
开启周卡需消耗,Text,,开启周卡需消耗
强化 装备属性提升,Text,,强化 装备属性提升
强化成功概率,Text,,强化成功概率
强壮的,Text,,强壮的
当前,Text,,当前
当前可免费领取,Text,,当前可免费领取
当前技能点数,Text,,当前技能点数
当前爆率,Text,,当前爆率
当前版本为最新版本,Text,,当前版本为最新版本
当前的等级,Text,,当前的等级
当前的经验百分比,Text,,当前的经验百分比
当前离线点数,Text,,当前离线点数
当前自身的实力值,Text,,当前自身的实力值
当前部位属性提升,Text,,当前部位属性提升
必中额外提高,Text,,必中额外提高
忽视目标防御值,Text,,忽视目标防御值
忽视目标防御值额外提高,Text,,忽视目标防御值额外提高
忽视目标魔防值,Text,,忽视目标魔防值
忽视目标魔防值额外提高,Text,,忽视目标魔防值额外提高
怪物脱战距离额外提高,Text,,怪物脱战距离额外提高
恶魔,Text,,恶魔
恶魔攻击伤害,Text,,恶魔攻击伤害
恶魔攻击抗性,Text,,恶魔攻击抗性
恶魔攻击抗性额外提高,Text,,恶魔攻击抗性额外提高
成功概率,Text,,成功概率
成就,Text,,成就
成就列表,Text,,成就列表
成就首页,Text,,成就首页
我的实力值,Text,,我的实力值
我的排名,Text,,我的排名
我的等级,Text,,我的等级
战士,Text,,战士
战斗回血比例额外提高,Text,,战斗回血比例额外提高
战斗回血百分比,Text,,战斗回血百分比
战斗成就,Text,,战斗成就
手套,Text,,手套
打造熟练度,Text,,打造熟练度
找到符合要求的装备,Text,,找到符合要求的装备
技能,Text,,技能
技能冷却时间缩减,Text,,技能冷却时间缩减
技能冷却时间缩减额外提高,Text,,技能冷却时间缩减额外提高
技能点数,Text,,技能点数
技能等级,Text,,技能等级
技能闪避,Text,,技能闪避
抓获,Text,,抓获
抗性宝石,Text,,抗性宝石
折,Text,,折
护盾开启,Text,,护盾开启
护符,Text,,护符
抵消伤害,Text,,抵消伤害
拥有者,Text,,拥有者
挑战,Text,,挑战
挑战难度首胜奖励,Text,,挑战难度首胜奖励
挖宝位置,Text,,挖宝位置
捕捉宠物,Text,,捕捉宠物
探宝次数达到,Text,,探宝次数达到
探索寻找物品中,Text,,探索寻找物品中
探索成就,Text,,探索成就
提升打造极品的概率,Text,,提升打造极品的概率
提升至,Text,,提升至
携带宠物数量,Text,,携带宠物数量
支线任务,Text,,支线任务
收集成就,Text,,收集成就
攻击,Text,,攻击
攻击上限,Text,,攻击上限
攻击下限,Text,,攻击下限
攻击人物伤害额外提高,Text,,攻击人物伤害额外提高
攻击修炼,Text,,攻击修炼
攻击力不足,Text,,攻击力不足
攻击反击,Text,,攻击反击
攻击反弹额外提高,Text,,攻击反弹额外提高
攻击大于,Text,,攻击大于
攻击恶魔伤害额外提高,Text,,攻击恶魔伤害额外提高
攻击穿透额外提高,Text,,攻击穿透额外提高
攻击野兽伤害额外提高,Text,,攻击野兽伤害额外提高
攻击附加伤害,Text,,攻击附加伤害
无消耗,Text,,无消耗
无视防御额外提高,Text,,无视防御额外提高
星,Text,,星
普普通通,Text,,普普通通
普通模式,Text,,普通模式
普通难度首胜奖励,Text,,普通难度首胜奖励
暗影抗性额外提高,Text,,暗影抗性额外提高
暗抗性,Text,,暗抗性
暴击,Text,,暴击
暴击率,Text,,暴击率
暴击等级,Text,,暴击等级
暴击等级额外提高,Text,,暴击等级额外提高
最新版本,Text,,最新版本
未击杀,Text,,未击杀
未学习,Text,,未学习
未连接服务器获取最新版本,Text,,未连接服务器获取最新版本
材料,Text,,材料
极品值额外提高,Text,,极品值额外提高
格挡值,Text,,格挡值
格挡值额外提高,Text,,格挡值额外提高
概率获得神兽碎片,Text,,概率获得神兽碎片
橙色品质的装备,Text,,橙色品质的装备
正在向服务器请求首杀数据,Text,,正在向服务器请求首杀数据
正在退出地图,Text,,正在退出地图
此宠物已经在你的战队中,Text,,此宠物已经在你的战队中
此额度每日0点清空,Text,,此额度每日0点清空
武器,Text,,武器
每日任务,Text,,每日任务
水抗性,Text,,水抗性
法术上限,Text,,法术上限
法术下限,Text,,法术下限
法术反击,Text,,法术反击
法术反弹额外提高,Text,,法术反弹额外提高
法术强度,Text,,技能伤害
洗炼极品掉落,Text,,洗炼极品掉落
活力,Text,,活力
活跃度,Text,,活跃度
海神洗炼,Text,,海神洗炼
消耗,Text,,消耗
消耗体力,Text,,消耗体力
消耗品,Text,,消耗品
消耗金币,Text,,消耗金币
游戏战区,Text,,游戏战区
漠灵洗炼,Text,,漠灵洗炼
火抗性,Text,,火抗性
火焰抗性,Text,,火焰抗性
火焰抗性额外提高,Text,,火焰抗性额外提高
灵石,Text,,灵石
灾难值额外提高,Text,,灾难值额外提高
点,Text,,点
点击放入上阵宠物,Text,,点击放入上阵宠物
点击放置合成宠物,Text,,点击放置合成宠物
点击领取作者回馈礼包,Text,,点击领取作者回馈礼包
点活跃度奖励,Text,,点活跃度奖励
点的装备,Text,,点的装备
炼金暴击!有概率获得双倍收益,Text,,炼金暴击!有概率获得双倍收益
炼金熟练度,Text,,炼金熟练度
熟练度,Text,,熟练度
熟练度达到,Text,,熟练度达到
物理免伤提升,Text,,物理免伤提升
物防大于,Text,,物防大于
环,Text,,环
生产药剂暴击概率额外提高,Text,,生产药剂暴击概率额外提高
电抗性,Text,,电抗性
白色,Text,,白色
白色品质的装备,Text,,白色品质的装备
白色插槽,Text,,白色插槽
百里挑一,Text,,百里挑一
的头盔,Text,,的头盔
的戒指,Text,,的戒指
的手套,Text,,的手套
的护符,Text,,的护符
的武器,Text,,的武器
的腰带,Text,,的腰带
的衣服,Text,,的衣服
的裤子,Text,,的裤子
的队伍,Text,,的队伍
的鞋子,Text,,的鞋子
的项链,Text,,的项链
的饰品,Text,,的饰品
确 定,Text,,确 定
祝福值额外提高,Text,,祝福值额外提高
神农值额外提高,Text,,神农值额外提高
神圣抗性额外提高,Text,,神圣抗性额外提高
离线宝箱奖励,Text,,离线宝箱奖励
秒,Text,,秒
秒后免费领取,Text,,秒后免费领取
秒后开启,Text,,秒后开启
秘境值,Text,,秘境值
移动速度,Text,,移动速度
移动速度提升,Text,,移动速度提升
穿戴身上激活成就,Text,,穿戴身上激活成就
第,Text,,第
第101-200名,Text,,第101-200名
第11-20名,Text,,第11-20名
第1名,Text,,第1名
第201-500名,Text,,第201-500名
第21-30名,Text,,第21-30名
第2名,Text,,第2名
第31-50名,Text,,第31-50名
第3名,Text,,第3名
第4-10名,Text,,第4-10名
第51-100名,Text,,第51-100名
第一个升级至20级的为肝帝,Text,,第一个升级至20级的为肝帝
第一章,Text,,第一章
第一章探宝,Text,,第一章探宝
第三章,Text,,第三章
第三章探宝,Text,,第三章探宝
第二章,Text,,第二章
第二章探宝,Text,,第二章探宝
第五章,Text,,第五章
第五章探宝,Text,,第五章探宝
第四章,Text,,第四章
第四章探宝,Text,,第四章探宝
等级,Text,,等级
等级不足,Text,,等级不足
等级到达,Text,,等级到达
等级大于,Text,,等级大于
类型,Text,,类型
系统提示,Text,,系统提示
紫色,Text,,紫色
紫色品质的装备,Text,,紫色品质的装备
紫色插槽,Text,,紫色插槽
红色,Text,,红色
红色插槽,Text,,红色插槽
级,Text,,级
级冒险家,Text,,级冒险家
级学习,Text,,级学习
级开启购买,Text,,级开启购买
经验,Text,,经验
经验加成,Text,,经验加成
经验收益额外提高,Text,,经验收益额外提高
绝世耀眼,Text,,绝世耀眼
绿色,Text,,绿色
绿色品质的装备,Text,,绿色品质的装备
绿色插槽,Text,,绿色插槽
肝帝,Text,,肝帝
腰带,Text,,腰带
自身buff效果延长,Text,,自身buff效果延长
英勇洗炼,Text,,英勇洗炼
药剂熟练度增加,Text,,药剂熟练度增加
药剂类熟练度额外提高,Text,,药剂类熟练度额外提高
获得,Text,,获得
蓝色,Text,,蓝色
蓝色品质的装备,Text,,蓝色品质的装备
蓝色插槽,Text,,蓝色插槽
虚弱的,Text,,虚弱的
血量,Text,,血量
血量修炼,Text,,血量修炼
衣服,Text,,衣服
被动精灵,Text,,被动精灵
装备,Text,,装备
装备上的宝石槽位出现概率,Text,,装备上的宝石槽位出现概率
装备制造,Text,,装备制造
装备隐藏属性出现概率,Text,,装备隐藏属性出现概率
裤子,Text,,裤子
谁与争锋,Text,,谁与争锋
财富值额外提高,Text,,财富值额外提高
赞助,Text,,赞助
达到,Text,,达到
运气值额外提高,Text,,运气值额外提高
进度,Text,,进度
进度值,Text,,进度值
通 用,Text,,通 用
通用,Text,,通用
部位,Text,,部位
重击,Text,,重击
重击概率,Text,,重击概率
重击概率额外提高,Text,,重击概率额外提高
重击附加伤害,Text,,重击附加伤害
重击附加伤害额外提高,Text,,重击附加伤害额外提高
野兽,Text,,野兽
野兽攻击伤害,Text,,野兽攻击伤害
野兽攻击抗性,Text,,野兽攻击抗性
野兽攻击抗性额外提高,Text,,野兽攻击抗性额外提高
金币,Text,,金币
金币不足,Text,,金币不足
金币加成,Text,,金币加成
金币收益额外提高,Text,,金币收益额外提高
钻石,Text,,钻石
锻造熟练度增加,Text,,锻造熟练度增加
锻造类熟练度额外提高,Text,,锻造类熟练度额外提高
镶 嵌,Text,,镶 嵌
闪电抗性,Text,,闪电抗性
闪电抗性额外提高,Text,,闪电抗性额外提高
闪避,Text,,闪避
闪避 血量,Text,,闪避 血量
闪避恢复血量,Text,,闪避恢复血量
闪避率,Text,,闪避率
闪避等级,Text,,闪避等级
闪避等级额外提高,Text,,闪避等级额外提高
防御,Text,,防御
防御上限,Text,,防御上限
防御下限,Text,,防御下限
防御修炼,Text,,防御修炼
隐藏属性,Text,,隐藏属性
需要,Text,,需要
需要战力达到,Text,,需要战力达到
需要熟练度,Text,,需要熟练度
需要等级,Text,,需要等级
需要等级达到,Text,,需要等级达到
鞋子,Text,,鞋子
韧性,Text,,韧性
韧性概率额外提高,Text,,韧性额外提高
韧性等级,Text,,韧性等级
韧性等级额外提高,Text,,韧性等级额外提高
项链,Text,,项链
饰品,Text,,饰品
首领技能加成额外提高,Text,,首领技能加成额外提高
首领攻击加成额外提高,Text,,首领攻击加成额外提高
高级技能,Text,,高级技能
魔法免伤提升,Text,,魔法免伤提升
魔法天赋,Text,,魔法天赋
魔法师,Text,,魔法师
魔法穿透额外提高,Text,,魔法穿透额外提高
魔防,Text,,魔防
魔防上限,Text,,魔防上限
魔防下限,Text,,魔防下限
魔防大于,Text,,魔防大于
黑暗抗性,Text,,黑暗抗性
