Key,Type,Desc,Chinese,English,Japanese
hint_34,Text,,"未连接支付服务器,请确认本地网络或加游戏群联系管理员！","Not connected to the Payment Server,please check the local network or enter the game gruop to contact the admin!",
hint_340,Text,,洗练装备时禁止整理背包！,Don't arrange your backpack while refining equipment!,
hint_341,Text,,洗练装备时禁止整理仓库！,Don't arrange your warehouse while refining equipment!,
hint_342,Text,,激活收藏道具成功!,Activate the collected equipment successfully!,
hint_343,Text,,请等待冷却时间结束,Please wait for CD to the end,
hint_343_1,Text,,请放入装备,Please put in the equipment,
hint_344,Text,,请将实力提升至对应值后领取,Please raise your strength to the corresponding value to receive it,
hint_344_1,Text,,需要转移的装备品质必须为紫色品质以上,Equipment quality to be transferred must be above purple,
hint_345,Text,,当前领取人数已满,The current number of recipients is full,
hint_345_1,Text,,属性转移部位不同,Position different,
hint_346,Text,,服务器未连接!,The server isn't connected,
hint_346_1,Text,,属性转移成功,Property transfer succeeded,
hint_347,Text,,"请查看制造等级,角色不在此制造等级范围内无法制造","Please check the manufacturing level, the role cannot manufacture outside this manufacturing level",
hint_348,Text,,制造道具背包至少预留2个位置…,At least 2 seats reserved in backpack for manufacturing prop,
hint_349,Text,,制造需要的材料不足!,Insufficient materials required for manufacturing!,
hint_35,Text,,"提示:你已充值,请耐心等待支付返回结果,不要关闭此界面和退出游戏！","Tip: You have recharged, please wait patiently for the return result of payment, do not close this interface or exit the game!",
hint_350,Text,,制造需要的金币不足!,Insufficient gold coins required for manufacturing!,
hint_351,Text,,制造需要的熟练度不足!,Insufficient proficiency required for manufacturing!,
hint_352,Text,,制造成功！获得装备：,Manufacturing success! Get the equipment:,
hint_353,Text,,"制造失败,下次制造概率提升！","Manufacturing failure, the manufacturing probability will increase next time!",
hint_354,Text,,制造材料不足,Insufficient manufacturing materials,
hint_355,Text,,请将等级提升至指定等级后领取!,Please raise the level to the specified level to receive it!,
hint_356,Text,,当前领取人数已满!,The current number of recipients is full,
hint_357,Text,,传承成功！获得装备：,Success in inheritance! Get the equipment:,
hint_358,Text,,"制造失败,下次制造概率提升！","Manufacturing failure, the manufacturing probability will increase next time!",
hint_359,Text,,奖励已领取,Award received,
hint_36,Text,,"今天已经进入副本一次了,请明天再来！","No more chance to enter the copy, please try it tomorrow!",
hint_360,Text,,请将等级提升至12级后领取!,Please raise the level to level 12 to receive it!,
hint_361,Text,,赞助额度不足请稍后再试!,"Insufficient sponsorship, please try again later!",
hint_362,Text,,奖励已领取,Award received,
hint_363,Text,,请将等级提升至12级后领取!,Please raise the level to level 12 to receive it!,
hint_364,Text,,赞助额度不足请稍后再试!,"Insufficient sponsorship, please try again later!",
hint_365,Text,,需要,Require ,
hint_366,Text,,个,,
hint_367,Text,,",才能开启",to open,
hint_368,Text,,被动技能不能被拖拽,Passive skill cannot be dragged,
hint_369,Text,,技能升级成功,Successful skill upgrade,
hint_37,Text,,副本暂未开启!敬请期待~,The copy has not been opened yet! ,
hint_370,Text,,今日已经领取,It has been received today,
hint_371,Text,,今天未击杀BOSS不能领取！,You cannot get it without killing the boss today,
hint_372,Text,,摇杆操作已关闭,Joystick operation is off,
hint_373,Text,,摇杆操作已开启,Joystick operation is on,
hint_374,Text,,点击移动模式开启,Click-to-move mode is on,
hint_375,Text,,摇杆(移动)操作已开启,Fixed joystick operation is off,
hint_376,Text,,摇杆(固定)操作已开启,Move joystick operation is off,
hint_377,Text,,你的昵称已修改为：,Your nickname has been changed to:,
hint_378,Text,,请进入城镇使用更改游戏难度,Please enter the town to change the difficulty of the game,
hint_379,Text,,使用道具间隔时间太短!请稍后再使用次道具,The interval between using props is too short! Please use it later,
hint_38,Text,,"今天已经进入副本一次了,请明天再来！","No more chance to enter the copy, please try it tomorrow!",
hint_380,Text,,请将等级提升至15级后领取!,Please raise the level to level 15 to receive it!,
hint_381,Text,,请按照登陆奖励依次领取!,Please follow the login rewards in order!,
hint_382,Text,,今日登陆奖励已领取!,Today's login reward has been received!,
hint_383,Text,,赎回,redeem,
hint_384,Text,,领取奖励条件不足,Insufficient conditions for receiving rewards,
hint_385,Text,,请进入关卡地图在使用此道具,Please enter the level map before using this prop,
hint_386,Text,,道具不足,Insufficient props,
hint_387,Text,,"免费开启,获得经验：","Open for free, get experience:",
hint_388,Text,,"免费开启,获得金币：","Open for free, get gold coins:",
hint_389,Text,,"已达到当前最高等级,无法使用此道具!","Reached the current highest level, cannot use this prop!",
hint_39,Text,,你已领取通关大秘境第,You have received the Grand Mystery reward of Tier ,
hint_390,Text,,触发经验暴击！获得大量经验：,Trigger a experience crit! Gain a lot of experience:,
hint_391,Text,,钻石开启！获得大量经验：,Open by diamonds! Gain a lot of experience:,
hint_392,Text,,触发金币暴击！获得大量金币：,Trigger a gold coin crit! Get a lot of gold coins:,
hint_393,Text,,钻石开启！获得大量金币：,Open by diamonds! Gain a lot of gold coins:,
hint_394,Text,,数量,Quantity,
hint_395,Text,,"这是作者的感谢宝箱,赞助任意额度支持作者后可即可开启！","This is the author's thanks box, which can be opened after sponsoring any amount of support for the author!",
hint_396,Text,,触发重生！！！,Trigger a rebirth!,
hint_397,Text,,当前没有符合要求的装备放入!,No matching equipment is currently placed!,
hint_398,Text,,短时间内洗炼次数太多！请稍后再试,Too many times in a short time! Please try again later,
hint_399,Text,,钻石不足,Insufficient diamonds,
hint_4,Text,,该技能未学习,This skill has not been learned,
hint_40,Text,,层奖励！,,
hint_400,Text,,好像并没有发生什么变化！,It seems nothing happend!,
hint_401,Text,,装备洗练成功！,Equipment refining success!,
hint_402,Text,,"技能CD中,不能移动技能",Skill cannot be moved while it is in CD,
hint_403,Text,,短时间内洗炼次数太多！请稍后再试,Too many times in a short time! Please try again later,
hint_404,Text,,请点击左侧装备放入要洗炼的装备!,Please click the equipment on the left to put in the equipment to be refined!,
hint_405,Text,,未放入需要洗炼的装备!,No equipment to be refined!,
hint_406,Text,,洗炼石不足,Insufficient refining stone,
hint_407,Text,,"钻石不足,请点击商城充值！","Insufficient diamonds, please click the store to recharge!",
hint_408,Text,,好像并没有发生什么变化！,It seems nothing happend!,
hint_409,Text,,当前道具不可以回收,Current props cannot be recycled,
hint_41,Text,,"你还未通关大秘境第1层,无法领取奖励！",You haven't cleared  Tier 1 of Grand Mystery and can't claim the reward!,
hint_410,Text,,"不能使用,此道具不能卸载此槽位的宝石","Cannot be used, this prop cannot unload gems in this slot",
hint_411,Text,,开启周卡成功!,Open the weekly card successfully!,
hint_412,Text,,今日周卡已经领取,Today's weekly card has been received.,
hint_413,Text,,请输入序列号!,Please enter CD-KEY!,
hint_414,Text,,序列号已被领取!,CD-KEY has been used,
hint_415,Text,,"领取组织福利成功,奖励已发往背包,请点击查看！","The organization benefits have been successfully received, and the reward has been sent to the backpack, please click to view!",
hint_416,Text,,序列号不正确!,CD-KEY is incorrect!,
hint_417,Text,,序列号密匙不正确!,CD-KEY is incorrect!,
hint_418,Text,,"序列号不正确,请检查后在进行输入!","CD-KEY is incorrect, please check before entering!",
hint_419,Text,,"感谢你为作者做出的赞助,已经够多了,作者在此感谢你！","Thank you for your sponsorship for the author, it's enough!",
hint_42,Text,,此地图不能使用恢复类道具！,This map cannot use recovery props!,
hint_420,Text,,赞助金额不足!,The amount of sponsorship is insufficient!,
hint_421,Text,,你获得,You get,
hint_422,Text,,金币,gold coins,
hint_423,Text,,钻石,diamonds,
hint_424,Text,,你获得,You get,
hint_425,Text,,新的章节开启成功!!! ,New chapter successfully opened!,
hint_426,Text,,关卡快捷传送激活成功!!! ,Level fast transfer activated successfully!,
hint_427,Text,,个,,
hint_428,Text,,召唤宠物成功！,Summon pets successfully!,
hint_429,Text,,制作书要求角色等级不足！,"The role level is insufficient, cannot use the manufacture book!",
hint_43,Text,,开始失败!请背包内至少预留5个位置!,Start failed! Please reserve at least 5 places in the backpack!,
hint_430,Text,,需要,Require,
hint_431,Text,,个,,
hint_432,Text,,才能开启,to open,
hint_433,Text,,你触发了,You triggered ,
hint_434,Text,,爆率效果,drop effect,
hint_435,Text,,恭喜你!刷新爆率成功,Refresh success!,
hint_436,Text,,刷新爆率失败,Refresh failed!,
hint_437,Text,,抽卡次数不足,Insufficient times,
hint_438,Text,,恭喜你！获得钻石,congratulations! Get diamonds,
hint_439,Text,,修改宠物队伍配置成功,Modification of pet team configuration succeeded,
hint_44,Text,,功能暂未开启!,The function is not turned on yet!,
hint_440,Text,,天梯今日挑战次数已满,TIANTI fight times are full today,
hint_441,Text,,请配置自己的宠物出战队伍,Please configure your own pet team,
hint_442,Text,,请选择类型为宝宝的宠物！野生宠物无法加入战队,Please select a pet of baby type! Wild pets can't join the team,
hint_443,Text,,无法查看入侵者的宠物信息,Unable to view intruder's pet information,
hint_444,Text,,当前宠物修炼等级已达上限,The current pet cultivation level has reached the maximum,
hint_445,Text,,很遗憾!修炼失败,I'm sorry that I failed,
hint_446,Text,,"消耗资源不足,无法修炼","Insufficient consumption of resources, unable to Practice",
hint_447,Text,,恭喜你!修炼成功,Congratulations! Success in Practice,
hint_448,Text,,"恭喜你,成功激活爆率","Congratulations, activate the drop rate",
hint_449,Text,,请放入需要洗炼的宠物,Please put in the pet,
hint_45,Text,,当前制造物品已经学习!请勿重复学习,You have learned the manufacturing prop! Do not repeat the learning,
hint_450,Text,,"由于你频繁上下架道具,你暂时无法出售道具,请明天再来！",You can't sell the props for the time being because you often get on and off the shelves. Please come back tomorrow!,
hint_451,Text,,加载游戏数据中,Loading game data,
hint_452,Text,,兑换离线点数不足,Insufficient points to redeem offline,
hint_453,Text,,"IOS未初始化,请稍后点击","IOS is not initialized, please click later",
hint_454,Text,,请将等级提升至12级后开启!,Please raise the level to level 12 to open it!,
hint_455,Text,,"日0:00点发送排行奖励,邮件查收!",-00:00 Send Reward,
hint_456,Text,,月,,
hint_457,Text,,请提升等级至55级后进入此副本,Please upgrade to level 55 before entering,
hint_458,Text,,魔法值不足!,Insufficient Mana!,
hint_459,Text,,家园资金,Home fund,
hint_46,Text,,当前宠物栏位已满！宠物栏位每15、25、35、45、55级均会新增一个宠物栏位！,"The pet fields are currently full! Get a pet field for every 15, 25, 35, 45, 55 level of the role!",
hint_460,Text,,击败比自己等级低15级的BOSS不触发难度爆率加成,Kill boss level 15 lower than your own level does not trigger the difficulty burst rate bonus,
hint_47,Text,,运气爆表！恭喜你获得变异宠物!!!,Congratulations! You get a mutant pet,
hint_48,Text,,恭喜你获得宠物!,Congratulations! You get a pet,
hint_49,Text,,请先将玩家等级提升至8级开启宠物功能！,Please raise the role level to LV 8 to enable the pet function!,
hint_5,Text,,宠物位置已满！,There is no spare pet slot,
hint_50,Text,,"当前无出战宠物,无法使用！","There is currently no combat pet, so it cannot be used!",
hint_51,Text,,最高只能加价至100%,The maximum price can only be increased to 100%.,
hint_52,Text,,最高只能1折出售,The minimum price can only be decreased to 10%.,
hint_53,Text,,此技能为宠物治疗！当前暂无宠物出战！,"The skill is pet treating, but there is no combat pet!",
hint_54,Text,,技能冷却中…,The skill is in CD ...,
hint_55,Text,,"宠物等级太低,无法使用！",Pet level is too low to use!,
hint_56,Text,,"你的宠物等级高于自身角色5级,不可使用!",Your pet level is 5 higher than your role level and cannot be used!,
hint_57,Text,,出售数量与实际不匹配,The quantity sold does not match the actual,
hint_58,Text,,请检查服务器是否正常连接,Please check that the server is connected properly,
hint_59,Text,,你当前出战的宠物获得了,Your combat pet has gained ,
hint_6,Text,,恭喜你获得传说神兽!!!,Congratulations: Get a legendary pet!,
hint_60,Text,,点经验值,experience.,
hint_61,Text,,"背包道具数量不足,请整理背包！",There are not enough backpack props. Please check your backpack!,
hint_62,Text,,"当前无出战宠物,无法使用！","There is currently no combat pet, so it cannot be used!",
hint_63,Text,,"宠物等级太高,不能使用！",Pet level is too high to use!,
hint_64,Text,,"你的宠物等级高于自身角色5级,不可使用!",Your pet level is 5 higher than your role level and cannot be used!,
hint_65,Text,,请移动到地图:,Please move to the map:,
hint_66,Text,,请移动到,Please move to ,
hint_67,Text,,地图开启,to open it,
hint_68,Text,,您已经开始挖宝了!,Start digging!,
hint_69,Text,,请先将玩家等级提升至8级开启捕捉宠物功能！,Please raise the role level to LV 8 to capture pets!,
hint_7,Text,,神兽碎片不足!,Insufficient pieces of legendary pet,
hint_70,Text,,探索中无法捕捉！,Unable to capture while exploring!,
hint_71,Text,,请先选择要捕捉的目标！,Please select the target you want to capture first!,
hint_72,Text,,首领BOSS无法捕捉！,BOSS cannot be captured!,
hint_73,Text,,"目标已经死亡,无法捕捉！",The target is dead and cannot be captured!,
hint_74,Text,,当前捕捉冷却时间请,"The capture skill is in CD, please try again after ",
hint_75,Text,,秒再试…,s...,
hint_76,Text,,体力不足,Insufficient energy to capture!,
hint_77,Text,,点无法捕捉！或可以使用道具：, You can use props ,
hint_78,Text,,代替!, to continue,
hint_79,Text,,消耗捕捉宠物道具,Consume ,
hint_8,Text,,"恭喜你触发完美挖宝!获得2次奖励机会,每次各自随机!",Perfect treasure: Double treasure chances,
hint_80,Text,,1个, pet prop,
hint_81,Text,,"界面已打开,请选择对应颜色的槽位进行宝石镶嵌","The interface is open, please select the hole of the corresponding color for gem setting",
hint_82,Text,,仓库已满,The warehouse is full,
hint_83,Text,,仓库未打开！,The warehouse is not open,
hint_84,Text,,背包已满！,The backpack is full,
hint_85,Text,,8级以下无法抽取奖励！,No draw below level 8!,
hint_86,Text,,钻石不足！,Insufficient diamonds!,
hint_87,Text,,"背包已满,请预留至少10个位置！","Gull backpack, please reserve at least 10 places!",
hint_88,Text,,不能在城镇地图保存坐标！,Cannot save coordinates in town map!,
hint_89,Text,,恭喜你!捕捉宠物成功,Congratulations! Success in capturing pet,
hint_9,Text,,此地图不能使用技能！,You cannot use any skill in this map,
hint_90,Text,,"拾取道具时,不能进行探索！",You cannot explore while picking up props!,
hint_91,Text,,半小时内只能使用一次! 冷却时间剩余:,It can only be used once in half an hour!  ,
hint_92,Text,,分钟,min CD remaining,
hint_93,Text,,请先保存需要传送的坐标点！,Please save the coordinate points to be transferred first!,
hint_94,Text,,"刚刚已经搜索过了,休息一下在探索要不会累的鸭！","Exploring is in CD, please try later",
hint_95,Text,,"此地已经搜索过了,请换个地方再次搜索！","You have explored this area, please move to another one!",
hint_96,Text,,"活力不足,无法搜索！活力值会随着在线时间而增长！",Insufficient vitality to explore! Vitality will increase with online time!,
hint_97,Text,,"叮咣叮咣,好像发现了什么！但是你的背包好像已经装不下了!",You seem to have found something! But your backpack doesn't fit anymore!,
hint_98,Text,,你意外找到散落在外面的道具:,You accidentally find the props scattered outside:,
hint_99,Text,,搜索完毕！这附近好像并没有什么东西！,Exploring is complete! Nothing seems to be around here!,
万,Text,,万,0 thousand,
万众瞩目,Text,,万众瞩目,Drop Rate Lv.6,
上涨价格,Text,,上涨价格,Up,
下一等级,Text,,下一等级,Next level,
下级部位属性提升,Text,,下级部位属性提升,Next Position,
下降价格,Text,,下降价格,Down,
专注额外提高,Text,,专注额外提高,,
个,Text,,个,,
主动精灵,Text,,主动精灵,Active,
主宠,Text,,宠物栏位,PetPosition,
主线任务,Text,,主线任务,Main Task,
人形攻击伤害,Text,,人形攻击伤害,Damage To Humanoid % ,
人形攻击抗性,Text,,人形攻击抗性,Humanoid  Resistance,
人物攻击抗性额外提高,Text,,人物攻击抗性额外提高,Humanoid  Resistance Up ,
人类,Text,,人类,Human,
今日抽卡次数,Text,,今日抽卡次数,Times today,
今日挑战次数,Text,,今日挑战次数,Number of fight today,
今日累计次数,Text,,今日累计次数,Accumulated times today,
以下道具随机获得一种,Text,,以下道具随机获得一种,Get one of the following items at random,
件套,Text,,件套,-pc-set,
价格浮动,Text,,价格浮动,Price,
任意颜色的,Text,,任意颜色的,Any Color,
休 息,Text,,休 息,Rest,
传送,Text,,传送,Go,
伤害修炼,Text,,伤害修炼,Damge Practice,
伤害减免,Text,,伤害减免,DR,
伤害加成,Text,,伤害加成,ED,
伪装值额外提高,Text,,伪装值额外提高,Reduced Up ,
低级技能,Text,,低级技能,Low Skill,
体力,Text,,体力,STA,
你今日已赞助,Text,,你今日已赞助,Recharged,
使用天赋点数,Text,,使用天赋点数,Use talent points,
使用等级,Text,,使用等级,Use Level,
修炼成功概率,Text,,修炼成功概率,Success rate,
倍爆率,Text,,倍爆率,times drop rate,
元,Text,,元,,
元可直接开启礼包,Text,,元可直接开启礼包,Can Open Week Pass,
光抗性,Text,,光抗性,Holy Resistance,
光明抗性,Text,,神圣抗性,HR,
光辉洗炼,Text,,光辉洗炼,Brilliant Polish,
冒险家积分不足,Text,,冒险家积分不足,Adventurer Point Insufficient,
冰霜抗性,Text,,冰霜抗性,CR,
冰霜抗性额外提高,Text,,冰霜抗性额外提高,Frost Resistance Up ,
出 战,Text,,出 战,Fight,
击杀,Text,,击杀,Kill,
击杀BOSS,Text,,击杀BOSS,Kill Boss,
击杀BOSS级别怪物,Text,,击杀BOSS级别怪物,Kill Any Boss,
击杀任意BOSS,Text,,击杀任意BOSS,Kill any boss,
击杀任意怪物,Text,,击杀任意怪物,Kill Any Monster,
击杀时间,Text,,击杀时间,Kill Time,
分钟,Text,,分钟,Min,
到达等级免费领取,Text,,到达等级免费领取,Free at level,
制造数量,Text,,制造数量,Number,
制造等级 无限制,Text,,制造等级：无限制,Need Lv : 1,
制造难度,Text,,制造难度,Difficulty,
前往,Text,,前往,Go,
前置激活条件,Text,,前置激活条件,Activation requirements,
剩余储备经验,Text,,剩余储备经验,Residual reserve experience,
剩余点数,Text,,剩余点数,test1,
副宠,Text,,宠物栏位,PetPosition,
千载难逢,Text,,千载难逢,Drop Rate Lv.5,
反击伤害,Text,,反击伤害,APR,
取 消,Text,,取 消,NO,
受到Boss技能攻击减免,Text,,受到Boss技能攻击减免,Magic Dmg Reduced By boss,
受到Boss普通攻击减免,Text,,受到Boss普通攻击减免,Armor Dmg Reduced By Boss,
受到首领技能减免额外提高,Text,,受到首领技能减免额外提高,Magic Dmg Reduced By boss Up ,
受到首领攻击减免额外提高,Text,,受到首领攻击减免额外提高,Armor Dmg Reduced By Boss Up ,
召唤天赋,Text,,召唤天赋,Summon,
可以获得经验加成,Text,,可以获得经验加成,Experience bonus,
可镶嵌在,Text,,可镶嵌在,Inlaid in,
吸血,Text,,吸血,health steal ,
吸血率额外提高,Text,,吸血率额外提高,health steal  Up ,
周卡剩余领取次数,Text,,周卡剩余领取次数,Remains Number,
命中,Text,,命中,Hit,
命中率,Text,,命中率,Attack Rating ,
命中等级,Text,,命中等级,Attack Rating LV,
命中等级额外提高,Text,,命中等级额外提高,Attack Rating LV Up ,
品质,Text,,品质,Quality,
嗜血几率额外提高,Text,,嗜血几率额外提高,Increased Defense per Hit Up ,
回血值,Text,,回血值,Replenish Life  X,
回血固定值额外提高,Text,,回血固定值额外提高,Replenish Life Up ,
回血百分比,Text,,回血百分比,Replenish  %,
回血百分比额外提高,Text,,回血百分比额外提高,Replenish Up ,
困难模式,Text,,困难模式,Challenge,
固定伤害额外提高,Text,,固定伤害额外提高,Fixed Damage Up ,
圣光洗炼,Text,,圣光洗炼,Holy Polish,
地图剩余时间,Text,,地图剩余时间,Map remaining time,
地狱,Text,,地狱,Hell,
地狱模式,Text,,地狱模式,Hell,
地狱难度首胜奖励,Text,,地狱难度首胜奖励,Hell  Reward,
复活几率额外提高,Text,,复活几率额外提高,Reborn Chance Up ,
多彩,Text,,多彩,Colourful ,
多彩插槽,Text,,多彩插槽,Colourful Hole,
天赋系统,Text,,天赋系统,Talent,
天赋达到,Text,,天赋达到,Talent points to,
头盔,Text,,头盔,Helmet,
头领,Text,,头领,Leader,
孔位,Text,,孔位,Hole,
宝石,Text,,宝石,Gem,
宝石熟练度,Text,,宝石熟练度,Gem Proficiency,
宠物,Text,,宠物,Pet,
宠物受伤减免,Text,,宠物受伤减免,PET Damage reduction,
宠物受伤减免额外提高,Text,,宠物受伤减免额外提高,,
宠物合成,Text,,宠物合成,Pet Mix,
宠物攻击加成,Text,,宠物攻击加成,PET Enhanced Damage,
宠物攻击加成额外提高,Text,,宠物攻击加成额外提高,,
宠物系统,Text,,宠物系统,Pet,
对话,Text,,对话,Speak,
寻找,Text,,寻找,Find,
寻找到真实宝箱,Text,,寻找到真实宝箱,Find the real treasure chest,
小时,Text,,小时,Hours,
小赚一笔,Text,,小赚一笔,Drop Rate Lv.2,
已上架,Text,,已上架,Sell Time : ,
已击杀,Text,,已击杀,Kill Success,
已刷新,Text,,已刷新,Appear,
已完成,Text,,已完成,Completed,
已达成,Text,,已达成,Completed,
幸运值,Text,,幸运值,Luck,
幸运玩家,Text,,幸运玩家,Drop Rate Lv.3,
开启周卡需消耗,Text,,开启周卡需消耗,Open Week Pass Cost,
强化 装备属性提升,Text,,强化 装备属性提升,Intensify Proprety,
强化成功概率,Text,,强化成功概率,Probability,
强壮的,Text,,强壮的,Strong,
当前,Text,,当前,Now,
当前可免费领取,Text,,当前可免费领取,Get for free,
当前技能点数,Text,,当前技能点数,SP,
当前爆率,Text,,当前爆率,drop rate,
当前版本为最新版本,Text,,当前版本为最新版本,Latest Version,
当前的等级,Text,,当前的等级,Current Level,
当前的经验百分比,Text,,当前的经验百分比,Current experience percentage,
当前离线点数,Text,,当前离线点数,Current offline points,
当前自身的实力值,Text,,当前自身的实力值,Self Strength,
当前部位属性提升,Text,,当前部位属性提升,Aktuell Position,
必中额外提高,Text,,必中额外提高,Increased Hit Up ,
忽视目标防御值,Text,,忽视目标防御值,Ignore P-def ,
忽视目标防御值额外提高,Text,,忽视目标防御值额外提高,Ignore P-def  Up ,
忽视目标魔防值,Text,,忽视目标魔防值,Ignore M- def,
忽视目标魔防值额外提高,Text,,忽视目标魔防值额外提高,Ignore M- def Up ,
怪物脱战距离额外提高,Text,,怪物脱战距离额外提高,,
恶魔,Text,,恶魔,Demon,
恶魔攻击伤害,Text,,恶魔攻击伤害,Damage To Demons % ,
恶魔攻击抗性,Text,,恶魔攻击抗性, Demons  Resistance,
恶魔攻击抗性额外提高,Text,,恶魔攻击抗性额外提高, Demons  Resistance Up ,
成功概率,Text,,成功概率,Probability,
成就,Text,,成就,Achievement,
成就列表,Text,,成就列表,List,
成就首页,Text,,成就首页,Home,
我的实力值,Text,,我的实力值,My Strength,
我的排名,Text,,我的排名,MyRank,
我的等级,Text,,我的等级,My Level,
战士,Text,,战士,Warrior,
战斗回血比例额外提高,Text,,战斗回血比例额外提高,Combat regeneration Up ,
战斗回血百分比,Text,,战斗回血百分比,Combat regeneration %,
战斗成就,Text,,战斗成就,Fight,
手套,Text,,手套,Gloves,
打造熟练度,Text,,打造熟练度,Make Proficiency,
找到符合要求的装备,Text,,找到符合要求的装备,Find Target Equip,
技能,Text,,技能,Skill,
技能冷却时间缩减,Text,,技能冷却时间缩减,Cooldown Reduction  （cdr）,
技能冷却时间缩减额外提高,Text,,技能冷却时间缩减额外提高,Cooldown Reduction Up ,
技能点数,Text,,技能点数,SP,
技能等级,Text,,技能等级,Skill Level,
技能闪避,Text,,技能闪避,SkillDog,
抓获,Text,,抓获,Catch,
抗性宝石,Text,,抗性宝石,Resistance,
折,Text,,折,percent off,
护盾开启,Text,,护盾开启,Shield,
护符,Text,,护符,Talismans,
抵消伤害,Text,,抵消伤害,Counteract,
拥有者,Text,,拥有者,Master,
挑战,Text,,挑战,Challenge,
挑战难度首胜奖励,Text,,挑战难度首胜奖励,Challenge Reward,
挖宝位置,Text,,挖宝位置,Treasure location,
捕捉宠物,Text,,捕捉宠物,Catch Pet,
探宝次数达到,Text,,探宝次数达到,Times to,
探索寻找物品中,Text,,探索寻找物品中,Find Loading,
探索成就,Text,,探索成就,Explore,
提升打造极品的概率,Text,,提升打造极品的概率,Increase the probability of creating the best quality,
提升至,Text,,提升至,Up to,
携带宠物数量,Text,,携带宠物数量,test1,
支线任务,Text,,支线任务,Branch Task,
收集成就,Text,,收集成就,Collect,
攻击,Text,,攻击,Atk,
攻击上限,Text,,攻击上限,Max DMG,
攻击下限,Text,,攻击下限, Min Dmg,
攻击人物伤害额外提高,Text,,攻击人物伤害额外提高,Damage To Humanoid Up ,
攻击修炼,Text,,攻击修炼,ACT Practice,
攻击力不足,Text,,攻击力不足,Insufficient ATK ,
攻击反击,Text,,攻击反击,Attacker Takes Damage,
攻击反弹额外提高,Text,,攻击反弹额外提高,Attacker Takes Damage Of  Up ,
攻击大于,Text,,攻击大于,ATK greater than,
攻击恶魔伤害额外提高,Text,,攻击恶魔伤害额外提高,Damage To Demons  Up ,
攻击穿透额外提高,Text,,攻击穿透额外提高, Armor Penetration Up ,
攻击野兽伤害额外提高,Text,,攻击野兽伤害额外提高,Damage To beas Up ,
攻击附加伤害,Text,,攻击附加伤害,Extra Fixed Damage,
无消耗,Text,,无消耗,Pass,
无视防御额外提高,Text,,无视防御额外提高,Ignore Target Defense  Up ,
星,Text,,星,,
普普通通,Text,,普普通通,Drop Rate Lv.1,
普通模式,Text,,普通模式,Normal,
普通难度首胜奖励,Text,,普通难度首胜奖励,Normal Reward,
暗影抗性额外提高,Text,,暗影抗性额外提高,shadow  Resistance Up ,
暗抗性,Text,,暗抗性,shadow  Resistance,
暴击,Text,,暴击,Cri,
暴击率,Text,,暴击率,Critical Chance,
暴击等级,Text,,暴击等级,Critical LV,
暴击等级额外提高,Text,,暴击等级额外提高,Critical LV Up ,
最新版本,Text,,最新版本,New Version,
未击杀,Text,,未击杀,Not Killed,
未学习,Text,,未学习,Unlearned,
未连接服务器获取最新版本,Text,,未连接服务器获取最新版本,Server not connected,
材料,Text,,材料,Material,
极品值额外提高,Text,,极品值额外提高,,
格挡值,Text,,格挡值,Block Value,
格挡值额外提高,Text,,格挡值额外提高,Block Value Up ,
概率获得神兽碎片,Text,,概率获得神兽碎片,Probability Get Mythical Animals Debris,
橙色品质的装备,Text,,橙色品质的装备,Orange quality equipment,
正在向服务器请求首杀数据,Text,,正在向服务器请求首杀数据,Requesting first kill data from server,
正在退出地图,Text,,正在退出地图,Exiting the map,
此宠物已经在你的战队中,Text,,此宠物已经在你的战队中,This pet is already in your team,
此额度每日0点清空,Text,,此额度每日0点清空,Every Day Clearn,
武器,Text,,武器,Weapon,
每日任务,Text,,每日任务,Daily Task,
水抗性,Text,,水抗性,Fire Resistance,
法术上限,Text,,法术上限,MAX SDMG,
法术下限,Text,,法术下限,MIN SDMG,
法术反击,Text,,法术反击,Spell Attacker Takes Damage,
法术反弹额外提高,Text,,法术反弹额外提高,Spell Takes Damage Of  Up ,
法术强度,Text,,技能伤害,Sp,
洗炼极品掉落,Text,,洗炼极品掉落,Good Drop,
活力,Text,,活力,Ener,
活跃度,Text,,活跃度,Active,
海神洗炼,Text,,海神洗炼,Poseidon Polish,
消耗,Text,,消耗,Cost,
消耗体力,Text,,消耗体力,Need STA,
消耗品,Text,,消耗品,Material,
消耗金币,Text,,消耗金币,Cost,
游戏战区,Text,,游戏战区,Server Name,
漠灵洗炼,Text,,漠灵洗炼,Desert Undead Polish,
火抗性,Text,,火抗性,Frost Resistance,
火焰抗性,Text,,火焰抗性,FR,
火焰抗性额外提高,Text,,火焰抗性额外提高,Fire Resistance Up ,
灵石,Text,,灵石,Ring,
灾难值额外提高,Text,,灾难值额外提高,Increase Vulnerable  Up ,
点,Text,,点,,
点击放入上阵宠物,Text,,点击放入上阵宠物,Click to put the pet in the battle,
点击放置合成宠物,Text,,点击放置合成宠物,Click Put,
点击领取作者回馈礼包,Text,,点击领取作者回馈礼包,Click Claim,
点活跃度奖励,Text,,点活跃度奖励,Activity Award,
点的装备,Text,,点的装备,equipment,
炼金暴击!有概率获得双倍收益,Text,,炼金暴击!有概率获得双倍收益,Alchemy Crit！;There is a probability of double income,
炼金熟练度,Text,,炼金熟练度,Alchemy Proficiency,
熟练度,Text,,熟练度,Proficiency,
熟练度达到,Text,,熟练度达到,Proficiency need,
